person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,empl_len,ppl_household,loan_status
25,male,Bachelor,66866,1,RENT,20000,VENTURE,11.5,0.3,4,619,No,1,3,1
26,male,Master,60979,3,RENT,18950,EDUCATION,11.01,0.31,3,670,No,3,2,1
26,female,High School,17100,4,RENT,7913,HOMEIMPROVEMENT,13.89,0.46,5,597,No,4,1,1
34,male,High School,58424,13,RENT,7000,PERSONAL,13.08,0.12,8,646,No,13,2,1
35,male,Bachelor,53820,16,RENT,2000,MEDICAL,13.91,0.04,10,716,No,16,3,1
25,female,Master,65759,2,RENT,6182,HOMEIMPROVEMENT,16.45,0.09,4,607,No,2,1,1
33,male,Master,65922,9,RENT,16000,HOMEIMPROVEMENT,18.61,0.24,10,714,No,9,0,1
37,female,Bachelor,59794,15,RENT,15367,DEBTCONSOLIDATION,17.82,0.26,11,648,No,15,3,1
27,male,Associate,53522,6,RENT,10000,VENTURE,14.71,0.19,6,664,No,6,1,1
27,male,High School,15219,7,RENT,5701,DEBTCONSOLIDATION,9.7,0.37,8,558,No,7,2,1
45,male,Associate,72642,18,RENT,25782,EDUCATION,9.71,0.35,17,617,No,18,2,1
26,female,High School,69999,0,RENT,16668,MEDICAL,10.28,0.24,5,590,No,0,2,1
37,male,Associate,54035,18,RENT,6000,PERSONAL,14.02,0.11,15,633,No,18,2,1
33,female,Associate,44175,12,RENT,4000,PERSONAL,11.73,0.09,7,701,No,12,0,1
23,male,High School,19196,0,RENT,2508,VENTURE,12.43,0.13,3,591,No,0,2,1
31,female,Bachelor,66049,10,RENT,9730,PERSONAL,13.24,0.15,9,697,No,10,2,1
29,male,Master,95803,3,RENT,11145,DEBTCONSOLIDATION,15.11,0.12,7,654,No,3,1,1
26,male,High School,42945,3,RENT,14566,DEBTCONSOLIDATION,10.76,0.34,3,579,No,3,1,1
24,male,Associate,51925,3,RENT,10530,DEBTCONSOLIDATION,8.52,0.2,3,627,No,3,2,1
30,male,Associate,32851,7,RENT,9000,EDUCATION,9.17,0.27,9,614,No,7,2,1
29,male,High School,56013,6,RENT,5272,EDUCATION,16.32,0.09,8,670,No,6,1,1
28,male,Associate,24186,6,RENT,4801,PERSONAL,13.13,0.2,7,666,No,6,0,1
28,female,Associate,117229,5,RENT,35000,VENTURE,14.69,0.3,6,609,No,5,2,1
25,female,Associate,92814,2,MORTGAGE,14747,EDUCATION,13.95,0.16,2,639,No,2,3,1
25,male,Bachelor,150806,3,MORTGAGE,11610,MEDICAL,12.88,0.08,3,550,No,3,0,1
25,male,Bachelor,59808,3,MORTGAGE,4931,MEDICAL,13.15,0.08,3,509,No,3,0,1
32,female,High School,48023,6,RENT,7200,DEBTCONSOLIDATION,11.21,0.15,5,542,No,6,2,1
24,male,Bachelor,68023,2,RENT,21528,MEDICAL,20.0,0.32,4,553,No,2,0,1
24,female,Associate,52007,3,RENT,10000,DEBTCONSOLIDATION,16.89,0.19,3,617,No,3,2,1
24,male,Bachelor,48259,1,RENT,15098,MEDICAL,15.63,0.31,3,571,No,1,4,1
27,male,Bachelor,71693,8,RENT,3000,MEDICAL,8.41,0.04,9,664,No,8,1,1
32,male,Bachelor,38350,10,RENT,3629,MEDICAL,14.75,0.09,11,679,No,10,0,1
25,male,High School,71793,5,RENT,6819,MEDICAL,13.03,0.09,2,589,No,5,2,1
25,female,Master,39705,2,MORTGAGE,2500,HOMEIMPROVEMENT,16.45,0.06,3,583,No,2,0,1
26,male,High School,70429,3,RENT,20000,DEBTCONSOLIDATION,10.64,0.28,4,682,No,3,2,1
30,female,Associate,45526,8,RENT,12000,EDUCATION,10.05,0.26,7,487,No,8,1,1
37,female,Doctorate,28420,14,RENT,10000,EDUCATION,13.21,0.35,15,691,No,14,0,1
22,male,Master,43867,0,RENT,2406,HOMEIMPROVEMENT,11.27,0.05,3,699,No,0,2,1
25,male,Bachelor,31084,2,RENT,9486,EDUCATION,8.41,0.31,6,633,No,2,2,1
28,male,High School,46714,6,RENT,5000,EDUCATION,13.5,0.11,6,562,No,6,0,1
23,male,High School,67912,4,RENT,18250,EDUCATION,16.69,0.27,4,640,No,4,1,1
25,male,Associate,44239,1,MORTGAGE,7000,DEBTCONSOLIDATION,14.91,0.16,4,648,No,1,0,1
25,male,High School,106619,1,MORTGAGE,8487,DEBTCONSOLIDATION,14.65,0.08,5,482,No,1,1,1
24,female,Master,90837,3,RENT,25000,VENTURE,10.33,0.28,4,694,No,3,1,1
25,male,Associate,30799,3,RENT,5350,HOMEIMPROVEMENT,15.61,0.17,4,627,No,3,1,1
28,female,Master,44221,8,MORTGAGE,6835,DEBTCONSOLIDATION,8.18,0.15,9,639,No,8,1,1
22,male,High School,89747,0,MORTGAGE,10000,VENTURE,8.91,0.11,3,646,No,0,3,1
28,female,Master,37022,3,RENT,6000,HOMEIMPROVEMENT,17.13,0.16,6,652,No,3,0,1
29,female,Doctorate,141611,8,MORTGAGE,12000,PERSONAL,13.55,0.08,8,612,No,8,1,1
29,male,Bachelor,111378,7,MORTGAGE,3128,MEDICAL,16.32,0.03,7,637,No,7,3,1
33,male,Bachelor,130451,8,MORTGAGE,4952,DEBTCONSOLIDATION,12.48,0.04,12,586,No,8,0,1
31,male,Bachelor,58569,5,RENT,15000,PERSONAL,14.53,0.26,6,544,No,5,0,1
26,female,Bachelor,54001,4,RENT,4600,PERSONAL,13.99,0.09,4,630,No,4,0,1
23,male,Bachelor,20209,1,MORTGAGE,5571,DEBTCONSOLIDATION,11.14,0.28,3,637,No,1,2,1
35,female,Bachelor,69289,16,RENT,6178,EDUCATION,11.04,0.09,12,728,No,16,1,1
23,male,Bachelor,15100,0,RENT,6000,DEBTCONSOLIDATION,8.87,0.4,4,687,No,0,2,1
25,male,High School,74314,2,RENT,25000,MEDICAL,16.62,0.34,3,623,No,2,0,1
29,male,Associate,68194,4,MORTGAGE,7889,MEDICAL,12.41,0.12,6,661,No,4,2,1
38,male,Associate,35576,16,RENT,9539,PERSONAL,14.64,0.27,13,628,No,16,1,1
24,female,Associate,92397,0,MORTGAGE,15000,EDUCATION,12.63,0.16,3,513,No,0,3,1
24,female,High School,47814,1,RENT,13000,DEBTCONSOLIDATION,10.78,0.27,4,637,No,1,2,1
25,female,Associate,36013,3,RENT,4000,MEDICAL,11.69,0.11,3,565,No,3,4,1
32,male,Master,41917,13,RENT,7500,HOMEIMPROVEMENT,6.96,0.18,7,690,No,13,1,1
28,male,High School,150668,4,MORTGAGE,5000,DEBTCONSOLIDATION,11.99,0.03,9,477,No,4,0,1
27,male,High School,53580,4,RENT,13650,DEBTCONSOLIDATION,10.65,0.25,7,548,No,4,0,1
28,male,Associate,99546,5,RENT,16750,VENTURE,20.0,0.17,7,659,No,5,0,1
26,female,Associate,24351,1,RENT,8753,HOMEIMPROVEMENT,10.43,0.36,4,610,No,1,1,1
31,female,High School,72617,7,MORTGAGE,6000,EDUCATION,12.69,0.08,8,632,No,7,1,1
25,female,Bachelor,17441,5,RENT,8000,HOMEIMPROVEMENT,11.1,0.46,5,676,No,5,2,1
24,male,High School,45445,0,RENT,8000,PERSONAL,8.9,0.18,4,660,No,0,1,1
22,male,Bachelor,71885,0,MORTGAGE,5000,EDUCATION,9.22,0.07,2,686,No,0,1,1
27,male,Bachelor,36851,5,RENT,14500,VENTURE,12.45,0.39,7,693,No,5,1,1
27,female,High School,158393,7,MORTGAGE,12645,HOMEIMPROVEMENT,15.15,0.08,7,552,No,7,3,1
29,female,Master,87481,3,RENT,24000,HOMEIMPROVEMENT,10.64,0.27,8,620,No,3,2,1
38,female,High School,63595,15,MORTGAGE,6584,DEBTCONSOLIDATION,14.73,0.1,12,689,No,15,0,1
23,male,Bachelor,65795,0,RENT,9976,EDUCATION,11.54,0.15,4,624,No,0,1,1
26,female,Associate,65115,5,RENT,4200,VENTURE,11.63,0.06,6,656,No,5,1,1
21,female,Bachelor,22672,0,RENT,3000,DEBTCONSOLIDATION,7.9,0.13,2,666,No,0,1,1
26,female,Associate,71727,0,MORTGAGE,5000,DEBTCONSOLIDATION,6.94,0.07,4,634,No,0,1,1
28,female,Associate,15407,2,MORTGAGE,3244,DEBTCONSOLIDATION,10.44,0.21,9,627,No,2,1,1
24,female,Bachelor,31003,2,RENT,10000,VENTURE,11.67,0.32,4,668,No,2,2,1
22,male,High School,25183,0,RENT,5000,MEDICAL,11.35,0.2,3,576,No,0,1,1
26,female,Bachelor,65622,3,RENT,25000,DEBTCONSOLIDATION,16.52,0.38,4,555,No,3,2,1
26,male,Associate,39351,7,RENT,8575,MEDICAL,15.91,0.22,3,611,No,7,1,1
25,female,High School,50008,1,RENT,8496,DEBTCONSOLIDATION,11.03,0.17,4,568,No,1,0,1
29,male,Associate,34741,8,RENT,9528,DEBTCONSOLIDATION,10.2,0.27,5,687,No,8,2,1
23,female,Bachelor,47229,2,RENT,13000,EDUCATION,11.56,0.28,4,579,No,2,0,1
29,female,Bachelor,73055,9,RENT,25000,DEBTCONSOLIDATION,13.47,0.34,11,644,No,9,0,1
37,female,Associate,130367,18,MORTGAGE,15032,HOMEIMPROVEMENT,12.62,0.12,13,629,No,18,0,1
30,male,Bachelor,41338,7,RENT,13724,MEDICAL,15.49,0.33,10,691,No,7,4,1
36,female,Associate,54001,15,RENT,1833,MEDICAL,10.59,0.03,13,674,No,15,0,1
35,male,Bachelor,13243,10,RENT,3366,EDUCATION,9.27,0.25,12,652,No,10,1,1
27,male,Bachelor,37043,1,RENT,12884,DEBTCONSOLIDATION,14.09,0.35,7,640,No,1,1,1
44,male,Bachelor,18907,19,RENT,2350,EDUCATION,10.82,0.12,13,712,No,19,5,1
28,female,High School,12497,2,RENT,1561,VENTURE,11.81,0.12,7,635,No,2,4,1
31,female,Bachelor,63789,9,RENT,8368,MEDICAL,7.78,0.13,7,654,No,9,0,1
26,female,Associate,71707,5,RENT,20000,EDUCATION,13.29,0.28,4,687,No,5,0,1
23,male,Master,81864,1,RENT,20000,MEDICAL,16.94,0.24,3,686,No,1,1,1
27,female,Associate,59408,7,RENT,17500,MEDICAL,12.6,0.29,9,588,No,7,2,1
28,female,Bachelor,20167,5,RENT,3089,EDUCATION,8.53,0.15,7,631,No,5,0,1
38,male,Bachelor,48984,11,RENT,18258,EDUCATION,12.41,0.37,17,713,No,11,2,1
24,male,Bachelor,77639,2,RENT,9874,DEBTCONSOLIDATION,11.31,0.13,4,551,No,2,2,1
25,male,High School,144805,1,MORTGAGE,7952,EDUCATION,11.23,0.05,4,617,No,1,0,1
23,female,Bachelor,43995,0,RENT,15000,PERSONAL,13.16,0.34,3,661,No,0,2,1
23,female,Associate,24038,3,RENT,8000,PERSONAL,15.35,0.33,4,673,No,3,3,1
26,male,Bachelor,23679,2,RENT,3469,DEBTCONSOLIDATION,8.95,0.15,3,684,No,2,2,1
34,female,Bachelor,38222,12,RENT,8000,MEDICAL,14.15,0.21,11,678,No,12,1,1
23,female,Master,59804,1,RENT,9600,DEBTCONSOLIDATION,10.75,0.16,3,629,No,1,2,1
25,male,Associate,41814,2,MORTGAGE,3754,MEDICAL,13.03,0.09,6,564,No,2,0,1
24,male,High School,83773,1,MORTGAGE,15000,HOMEIMPROVEMENT,14.75,0.18,3,662,No,1,0,1
28,male,Master,30926,4,RENT,10934,EDUCATION,10.49,0.35,9,753,No,4,0,1
24,male,Bachelor,42155,4,RENT,3000,PERSONAL,10.83,0.07,5,697,No,4,0,1
23,female,Associate,47878,0,RENT,15000,MEDICAL,14.19,0.31,4,665,No,0,0,1
23,male,High School,30871,0,RENT,10445,DEBTCONSOLIDATION,11.74,0.34,3,625,No,0,1,1
23,male,Master,64884,0,RENT,17351,VENTURE,7.65,0.27,4,610,No,0,3,1
22,male,Associate,38489,0,RENT,10066,MEDICAL,12.76,0.26,4,587,No,0,1,1
23,male,Master,29775,0,RENT,2705,MEDICAL,10.75,0.09,3,694,No,0,0,1
27,female,High School,56290,3,MORTGAGE,9162,MEDICAL,15.99,0.16,7,610,No,3,3,1
25,male,Associate,41698,3,RENT,9600,PERSONAL,15.82,0.23,5,652,No,3,1,1
23,male,High School,57319,3,RENT,24000,VENTURE,11.37,0.42,5,670,No,3,1,1
29,male,Associate,37345,5,RENT,8000,DEBTCONSOLIDATION,12.54,0.21,6,616,No,5,0,1
27,female,Master,86249,5,RENT,3200,DEBTCONSOLIDATION,13.8,0.04,5,648,No,5,2,1
24,male,Bachelor,76551,2,RENT,16716,MEDICAL,15.72,0.22,4,625,No,2,1,1
23,female,Bachelor,54869,1,RENT,20000,MEDICAL,13.27,0.36,3,621,No,1,0,1
26,female,High School,35767,1,RENT,6026,PERSONAL,14.31,0.17,4,605,No,1,2,1
25,female,High School,84884,3,RENT,25000,EDUCATION,13.71,0.29,4,618,No,3,0,1
22,female,High School,58304,1,RENT,15038,PERSONAL,11.48,0.26,3,574,No,1,1,1
41,male,Associate,282175,16,MORTGAGE,25000,MEDICAL,15.7,0.09,16,587,No,16,0,1
31,male,Bachelor,179706,10,MORTGAGE,28338,DEBTCONSOLIDATION,16.72,0.16,8,684,No,10,0,1
27,female,Associate,51303,7,RENT,14000,VENTURE,9.96,0.27,5,642,No,7,2,1
23,male,Associate,20873,3,RENT,4291,DEBTCONSOLIDATION,10.68,0.21,4,627,No,3,1,1
26,male,High School,62228,5,RENT,20245,EDUCATION,15.71,0.33,5,654,No,5,0,1
28,female,Associate,37138,4,RENT,7000,EDUCATION,15.28,0.19,7,600,No,4,0,1
26,male,High School,88629,7,MORTGAGE,27044,EDUCATION,14.98,0.31,2,618,No,7,0,1
27,male,High School,66271,2,RENT,10976,MEDICAL,14.98,0.17,10,535,No,2,0,1
32,male,Doctorate,44246,7,RENT,12200,MEDICAL,10.25,0.28,6,704,No,7,3,1
27,male,Master,58452,3,RENT,24977,VENTURE,10.6,0.43,7,676,No,3,1,1
36,male,Bachelor,87385,11,RENT,25000,MEDICAL,17.57,0.29,10,678,No,11,2,1
23,male,Bachelor,24438,2,RENT,7772,MEDICAL,14.49,0.32,4,655,No,2,1,1
30,female,Master,92097,6,MORTGAGE,4427,DEBTCONSOLIDATION,16.24,0.05,11,617,No,6,2,1
30,female,Associate,59255,7,RENT,15000,MEDICAL,10.98,0.25,9,576,No,7,2,1
23,female,High School,65757,0,RENT,6000,DEBTCONSOLIDATION,16.07,0.09,3,613,No,0,4,1
36,male,Bachelor,71461,15,RENT,10000,EDUCATION,11.8,0.14,14,714,No,15,2,1
28,male,Master,40000,8,RENT,7000,PERSONAL,14.6,0.18,7,624,No,8,1,1
38,female,High School,215984,11,RENT,21592,VENTURE,11.32,0.1,16,549,No,11,1,1
23,female,High School,22679,1,RENT,2745,MEDICAL,15.97,0.12,2,596,No,1,0,1
24,male,Associate,56526,2,RENT,29227,EDUCATION,13.75,0.52,2,642,No,2,1,1
27,male,High School,52160,4,RENT,3764,DEBTCONSOLIDATION,11.71,0.07,5,644,No,4,0,1
25,female,High School,39466,2,RENT,12077,MEDICAL,8.43,0.31,2,627,No,2,0,1
24,male,Bachelor,40645,3,RENT,6000,DEBTCONSOLIDATION,14.16,0.15,4,682,No,3,3,1
22,male,Bachelor,35414,0,RENT,4000,MEDICAL,14.96,0.11,4,674,No,0,1,1
23,male,High School,51763,0,RENT,16000,VENTURE,12.46,0.31,3,654,No,0,1,1
23,female,Master,51910,3,RENT,6000,HOMEIMPROVEMENT,12.48,0.12,4,690,No,3,1,1
24,male,Associate,68848,0,MORTGAGE,5851,MEDICAL,11.4,0.08,4,528,No,0,1,1
23,female,Associate,36803,0,RENT,9000,EDUCATION,13.78,0.24,4,663,No,0,0,1
28,female,Bachelor,101837,6,MORTGAGE,2903,EDUCATION,15.72,0.03,7,677,No,6,3,1
36,female,High School,34828,14,RENT,6144,MEDICAL,10.83,0.18,10,654,No,14,2,1
29,female,Bachelor,72833,8,MORTGAGE,5998,EDUCATION,15.26,0.08,10,593,No,8,1,1
24,male,Master,66009,1,RENT,20000,PERSONAL,16.06,0.3,3,653,No,1,0,1
23,female,Associate,137613,0,MORTGAGE,5000,HOMEIMPROVEMENT,15.14,0.04,3,631,No,0,1,1
23,female,Associate,35728,0,RENT,13467,HOMEIMPROVEMENT,13.72,0.38,4,679,No,0,0,1
27,male,Bachelor,47781,6,RENT,7000,PERSONAL,13.94,0.15,7,567,No,6,5,1
28,female,Associate,62977,6,RENT,3062,HOMEIMPROVEMENT,14.96,0.05,7,595,No,6,2,1
23,female,High School,54921,2,RENT,9804,PERSONAL,13.13,0.18,3,608,No,2,1,1
25,female,Associate,95778,1,RENT,11160,MEDICAL,15.44,0.12,3,673,No,1,4,1
28,female,High School,14898,6,OWN,2077,EDUCATION,7.77,0.14,6,698,No,6,0,1
29,male,Bachelor,90678,6,RENT,14000,MEDICAL,12.93,0.15,7,670,No,6,0,1
24,male,Master,45833,4,RENT,2911,DEBTCONSOLIDATION,13.24,0.06,4,713,No,4,2,1
29,male,Bachelor,17834,8,RENT,4905,VENTURE,8.68,0.28,5,693,No,8,0,1
23,female,Master,73040,0,RENT,25341,PERSONAL,11.48,0.35,3,562,No,0,2,1
30,female,Bachelor,30784,7,RENT,12000,MEDICAL,10.92,0.39,8,607,No,7,1,1
27,female,Bachelor,69043,3,MORTGAGE,14278,MEDICAL,14.57,0.21,7,669,No,3,2,1
24,male,High School,10953,0,RENT,2732,DEBTCONSOLIDATION,7.34,0.25,4,641,No,0,1,1
37,female,Associate,38215,13,RENT,3666,MEDICAL,15.55,0.1,14,664,No,13,2,1
25,female,Bachelor,51655,3,RENT,10000,VENTURE,14.26,0.19,3,683,No,3,1,1
21,male,Associate,39503,0,RENT,15000,DEBTCONSOLIDATION,11.13,0.38,3,639,No,0,1,1
24,male,Associate,77881,1,RENT,14453,DEBTCONSOLIDATION,8.4,0.19,2,686,No,1,3,1
29,female,Bachelor,72963,6,RENT,25000,PERSONAL,19.5,0.34,10,613,No,6,2,1
24,female,Associate,47817,0,RENT,16000,HOMEIMPROVEMENT,14.26,0.33,4,575,No,0,2,1
23,male,Associate,36906,1,RENT,10000,MEDICAL,12.95,0.27,2,656,No,1,1,1
28,male,Associate,59923,3,RENT,15000,MEDICAL,13.91,0.25,5,625,No,3,1,1
28,male,Bachelor,21570,2,RENT,3344,DEBTCONSOLIDATION,13.01,0.15,6,574,No,2,3,1
31,male,Associate,26928,9,RENT,8909,PERSONAL,9.79,0.33,5,665,No,9,2,1
32,female,Master,83917,12,RENT,20000,VENTURE,15.68,0.24,7,641,No,12,0,1
26,male,High School,42168,3,RENT,4000,MEDICAL,15.98,0.09,7,666,No,3,2,1
31,female,Bachelor,37042,5,RENT,10000,DEBTCONSOLIDATION,10.19,0.27,7,532,No,5,0,1
26,female,Bachelor,68462,6,MORTGAGE,15000,MEDICAL,15.23,0.22,6,653,No,6,1,1
24,female,Associate,66993,1,RENT,25000,EDUCATION,11.4,0.37,4,489,No,1,0,1
31,male,Bachelor,62278,8,RENT,13337,MEDICAL,16.51,0.21,9,637,No,8,0,1
31,female,Associate,54787,5,RENT,14000,PERSONAL,7.91,0.26,6,609,No,5,2,1
39,female,Bachelor,41713,18,RENT,19353,DEBTCONSOLIDATION,14.13,0.46,11,680,No,18,0,1
29,male,High School,65832,2,RENT,20000,DEBTCONSOLIDATION,18.58,0.3,6,630,No,2,3,1
25,female,Associate,13092,1,RENT,1783,DEBTCONSOLIDATION,7.93,0.14,3,579,No,1,2,1
24,male,Associate,53810,0,RENT,5000,MEDICAL,14.91,0.09,2,537,No,0,1,1
31,female,Associate,36959,8,RENT,6000,VENTURE,18.42,0.16,8,528,No,8,2,1
30,male,Bachelor,29742,7,RENT,10000,DEBTCONSOLIDATION,12.43,0.34,10,679,No,7,3,1
26,male,Associate,27139,2,RENT,6534,DEBTCONSOLIDATION,15.11,0.24,6,557,No,2,1,1
23,male,Bachelor,76387,0,RENT,16000,MEDICAL,14.53,0.21,3,687,No,0,0,1
27,male,Associate,34574,6,RENT,3436,HOMEIMPROVEMENT,15.89,0.1,5,645,No,6,1,1
32,male,Bachelor,84746,12,RENT,22610,EDUCATION,13.15,0.27,5,709,No,12,2,1
29,female,High School,41751,3,RENT,8000,MEDICAL,13.0,0.19,10,532,No,3,1,1
24,male,High School,34690,0,RENT,9500,MEDICAL,6.23,0.27,3,565,No,0,1,1
40,male,Associate,39691,21,RENT,8000,DEBTCONSOLIDATION,14.79,0.2,15,618,No,21,1,1
27,male,Master,79825,1,RENT,10076,MEDICAL,15.3,0.13,5,685,No,1,3,1
23,male,Bachelor,29553,0,RENT,3000,HOMEIMPROVEMENT,11.12,0.1,5,648,No,0,0,1
28,male,Bachelor,51275,8,RENT,6000,HOMEIMPROVEMENT,14.45,0.12,5,658,No,8,1,1
24,female,High School,71766,1,RENT,3000,MEDICAL,10.77,0.04,4,579,No,1,1,1
30,male,Associate,48908,10,RENT,14049,MEDICAL,12.72,0.29,8,623,No,10,3,1
27,male,Bachelor,118599,7,RENT,15693,DEBTCONSOLIDATION,14.67,0.13,3,591,No,7,1,1
23,female,Bachelor,37317,0,RENT,6000,DEBTCONSOLIDATION,17.46,0.16,4,666,No,0,3,1
25,male,Bachelor,37253,0,RENT,12000,DEBTCONSOLIDATION,10.95,0.32,6,674,No,0,1,1
34,male,High School,31194,10,RENT,10000,DEBTCONSOLIDATION,7.54,0.32,10,557,No,10,1,1
28,male,Bachelor,65899,7,RENT,2128,HOMEIMPROVEMENT,14.32,0.03,6,553,No,7,2,1
23,female,Bachelor,42735,0,RENT,11958,DEBTCONSOLIDATION,9.02,0.28,4,647,No,0,1,1
24,female,Associate,49231,2,RENT,8173,DEBTCONSOLIDATION,10.26,0.17,3,668,No,2,2,1
26,female,Bachelor,22961,6,RENT,6482,HOMEIMPROVEMENT,10.89,0.28,4,673,No,6,1,1
21,male,Bachelor,24791,0,RENT,9234,MEDICAL,8.16,0.37,4,541,No,0,2,1
27,male,High School,36681,1,RENT,2400,HOMEIMPROVEMENT,16.08,0.07,9,623,No,1,2,1
28,male,Master,65930,7,MORTGAGE,12000,PERSONAL,15.51,0.18,7,663,No,7,2,1
25,male,High School,27710,4,RENT,3988,DEBTCONSOLIDATION,11.34,0.14,4,550,No,4,0,1
31,female,Associate,74475,10,RENT,7501,DEBTCONSOLIDATION,12.67,0.1,8,720,No,10,3,1
34,male,Associate,81864,11,MORTGAGE,15000,MEDICAL,14.13,0.18,8,639,No,11,0,1
31,female,Bachelor,83980,11,RENT,24029,MEDICAL,15.48,0.29,6,666,No,11,1,1
25,female,Master,36129,0,RENT,2500,MEDICAL,12.73,0.07,4,711,No,0,0,1
29,male,Associate,37038,6,MORTGAGE,4239,PERSONAL,16.38,0.11,5,650,No,6,3,1
27,female,Master,27697,6,RENT,5646,PERSONAL,13.71,0.2,7,674,No,6,0,1
25,male,Associate,44231,6,RENT,14993,DEBTCONSOLIDATION,15.04,0.34,2,683,No,6,1,1
25,male,High School,24283,2,RENT,5000,VENTURE,9.62,0.21,2,617,No,2,2,1
26,male,Bachelor,69699,3,RENT,12000,MEDICAL,15.56,0.17,6,643,No,3,1,1
31,male,Associate,24768,6,RENT,5000,MEDICAL,16.54,0.2,8,446,No,6,2,1
31,male,Bachelor,92416,9,MORTGAGE,4543,DEBTCONSOLIDATION,17.28,0.05,8,655,No,9,2,1
26,male,Bachelor,57476,0,RENT,25000,VENTURE,11.99,0.43,7,543,No,0,3,1
26,male,Bachelor,65941,3,RENT,9600,HOMEIMPROVEMENT,16.02,0.15,6,696,No,3,4,1
27,male,Bachelor,106253,8,MORTGAGE,15415,DEBTCONSOLIDATION,12.79,0.15,6,692,No,8,1,1
26,female,Bachelor,72943,2,RENT,2731,MEDICAL,14.07,0.04,4,664,No,2,0,1
24,female,Associate,39456,1,RENT,10000,VENTURE,8.06,0.25,3,539,No,1,3,1
30,female,Associate,47994,8,RENT,3000,PERSONAL,14.53,0.06,10,679,No,8,0,1
36,male,Associate,23606,11,RENT,6000,DEBTCONSOLIDATION,15.02,0.25,11,632,No,11,2,1
24,female,Master,15802,2,RENT,2507,PERSONAL,12.56,0.16,2,675,No,2,1,1
26,male,High School,80447,0,RENT,9895,DEBTCONSOLIDATION,15.52,0.12,4,540,No,0,0,1
28,male,Bachelor,105184,4,MORTGAGE,20000,PERSONAL,11.51,0.19,5,655,No,4,1,1
24,male,Associate,36746,4,RENT,6000,PERSONAL,15.95,0.16,3,583,No,4,3,1
23,female,Master,36983,0,RENT,10000,MEDICAL,9.0,0.27,4,693,No,0,1,1
24,female,High School,53987,0,MORTGAGE,10752,DEBTCONSOLIDATION,18.27,0.2,5,556,No,0,1,1
23,female,Bachelor,47723,2,RENT,4936,DEBTCONSOLIDATION,16.22,0.1,4,581,No,2,2,1
27,male,Associate,42760,4,RENT,12000,DEBTCONSOLIDATION,9.98,0.28,8,617,No,4,4,1
30,female,Doctorate,63122,7,RENT,15000,EDUCATION,11.02,0.24,8,714,No,7,1,1
25,male,Bachelor,22972,0,RENT,4500,PERSONAL,13.19,0.2,3,633,No,0,0,1
26,male,Bachelor,48935,4,RENT,10000,DEBTCONSOLIDATION,10.96,0.2,4,652,No,4,1,1
33,female,High School,30780,9,RENT,10000,MEDICAL,8.44,0.32,10,605,No,9,3,1
27,female,Associate,30991,2,RENT,9378,MEDICAL,12.03,0.3,6,641,No,2,1,1
33,male,High School,59574,5,RENT,3000,DEBTCONSOLIDATION,15.95,0.05,7,639,No,5,1,1
37,male,Associate,106643,14,RENT,25000,PERSONAL,19.66,0.23,15,597,No,14,1,1
29,male,Bachelor,19253,8,RENT,2128,MEDICAL,14.13,0.11,7,653,No,8,0,1
33,male,High School,43121,8,RENT,11160,MEDICAL,8.65,0.26,11,689,No,8,0,1
30,female,Bachelor,122450,6,RENT,7492,EDUCATION,11.64,0.06,5,680,No,6,0,1
32,female,Bachelor,18148,7,RENT,4784,VENTURE,10.78,0.26,6,668,No,7,0,1
23,female,Bachelor,18554,0,RENT,1163,VENTURE,16.25,0.06,3,664,No,0,2,1
32,female,High School,37367,6,RENT,10000,VENTURE,9.84,0.27,6,630,No,6,2,1
26,male,Associate,24109,5,RENT,5000,PERSONAL,11.26,0.21,3,640,No,5,0,1
26,male,Bachelor,47327,0,RENT,6000,VENTURE,13.19,0.13,3,691,No,0,0,1
23,male,Bachelor,18809,1,RENT,6000,MEDICAL,7.78,0.32,3,570,No,1,1,1
25,female,Associate,23634,1,RENT,4000,EDUCATION,8.3,0.17,4,585,No,1,2,1
27,female,High School,47583,2,RENT,3329,MEDICAL,12.64,0.07,6,643,No,2,0,1
27,male,High School,41671,0,RENT,8924,EDUCATION,9.1,0.21,7,646,No,0,1,1
36,male,Master,119023,15,MORTGAGE,7842,EDUCATION,12.84,0.07,12,683,No,15,3,1
30,female,Bachelor,121611,6,RENT,20000,DEBTCONSOLIDATION,17.9,0.16,7,549,No,6,1,1
25,male,Associate,24757,1,RENT,3224,PERSONAL,13.66,0.13,4,622,No,1,1,1
24,male,Bachelor,80261,0,RENT,11875,DEBTCONSOLIDATION,14.09,0.15,3,619,No,0,1,1
25,male,Associate,43240,3,RENT,8000,DEBTCONSOLIDATION,16.21,0.19,3,600,No,3,0,1
27,female,Associate,92002,0,RENT,13624,MEDICAL,16.36,0.15,7,598,No,0,2,1
30,female,High School,95656,6,RENT,11367,MEDICAL,14.4,0.12,7,616,No,6,0,1
22,male,Associate,15391,0,RENT,4000,MEDICAL,11.26,0.26,4,656,No,0,1,1
34,male,Bachelor,75603,15,RENT,7393,MEDICAL,15.03,0.1,9,681,No,15,0,1
27,female,Master,51337,4,MORTGAGE,3139,DEBTCONSOLIDATION,14.69,0.06,7,625,No,4,0,1
